tweet_id,timestamp,text,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,year,month,day,rating,jpg_url,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url
890006608113172480,2017-07-26 00:31:25,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13.0,10.0,Koda,None,None,None,None,2017,7,26,13.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,28440.0,6568.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/jy2alqaYPH
889880896479866881,2017-07-25 16:11:53,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13.0,10.0,Bruno,None,None,None,None,2017,7,25,13.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,25873.0,4469.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/u1XPQMl29g
889665388333682689,2017-07-25 01:55:32,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13.0,10.0,,None,None,None,puppo,2017,7,25,13.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,44534.0,8968.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/BxvuXk0UCm
889638837579907072,2017-07-25 00:10:02,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12.0,10.0,Ted,None,None,None,None,2017,7,25,12.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,25066.0,4013.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/f8dEDcrKSR
889531135344209921,2017-07-24 17:02:04,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13.0,10.0,Stuart,None,None,None,puppo,2017,7,24,13.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,14056.0,2023.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/Ya3bdfYuCx
889278841981685760,2017-07-24 00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,10.0,Oliver,None,None,None,None,2017,7,24,13.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,23349.0,4782.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/qw5xRwBaIv
888917238123831296,2017-07-23 00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,10.0,Jim,None,None,None,None,2017,7,23,12.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,26980.0,4022.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/chxruIOUJN
888804989199671297,2017-07-22 16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,10.0,Zeke,None,None,None,None,2017,7,22,13.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,23673.0,3793.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/L5cCoR2huQ
888554962724278272,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,10.0,Ralphus,None,None,None,None,2017,7,22,13.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,18275.0,3107.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/YnYAFCTTiK
888202515573088257,2017-07-21 01:02:36,RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10.0,Canela,None,None,None,None,2017,7,21,13.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,,,,,,,
888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10.0,Gerald,None,None,None,None,2017,7,20,12.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,20201.0,3114.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/UibDBnVpvR
887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10.0,Jeffrey,None,None,None,None,2017,7,19,13.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,28072.0,4841.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/m7BR4JgDrZ
887517139158093824,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,10.0,,None,None,None,None,2017,7,19,14.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,42994.0,10573.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/20VrLAA8ba
887343217045368832,2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10.0,,None,None,None,None,2017,7,18,13.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,31215.0,9408.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/WZqNqygEyV
887101392804085760,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,,None,None,None,None,2017,7,18,12.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,28405.0,5352.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/UgW2xbO7Rg
886983233522544640,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,None,None,None,None,2017,7,17,13.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,32321.0,6861.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/I6oNy0CgiT
886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,None,None,None,None,2017,7,16,13.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,11086.0,2868.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/RipKYZ0T1u
886680336477933568,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10.0,Derek,None,None,None,None,2017,7,16,13.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,20850.0,4011.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/BCoWue0abA
886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,None,None,pupper,None,2017,7,15,12.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,19585.0,2837.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/iIu3AF8IWH
886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,None,None,None,None,2017,7,15,13.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,25957.0,5667.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/xZDA9Qsq1O
885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,None,None,None,None,2017,7,14,12.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,30202.0,6030.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/lWeeGBBXmE
885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,None,None,None,None,2017,7,13,13.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,33322.0,5731.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/tp1kQ8i9JF
885311592912609280,2017-07-13 01:35:06,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,13.0,10.0,Lilly,None,None,None,None,2017,7,13,13.0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,,,,,,,
885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,,None,None,None,None,2017,7,12,13.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,20281.0,3918.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/JMU4y341NB
884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,None,None,None,None,2017,7,12,12.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,71382.0,16186.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/MYJvdlNRVa
884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,None,None,None,None,2017,7,11,13.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,25778.0,5003.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/DbNzLkDIxh
884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,None,None,None,None,2017,7,11,13.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,22545.0,4214.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/1r4MFCbCX5
884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,,None,None,None,None,2017,7,10,14.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,25116.0,5110.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/JkL9KmUt8X
884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10.0,Yogi,doggo,None,None,None,2017,7,9,12.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,18930.0,2682.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/KcQj5mNR4m
883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,None,None,None,None,2017,7,9,12.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,20256.0,3076.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/zrf7IQnlHI
883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10.0,Bella,None,None,None,None,2017,7,8,13.5,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,42454.0,8858.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/qjrljjt948
883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10.0,Grizzwald,None,floofer,None,None,2017,7,7,13.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,21021.0,3318.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/vAdjP5ANuJ
883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,,None,None,None,None,2017,7,7,13.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,34394.0,5970.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/Se5fZ9wp5E
882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,None,None,None,None,2017,7,6,13.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,22148.0,3487.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/tyER0KpdXj
882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,Gus,None,None,pupper,None,2017,7,6,12.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,26189.0,4383.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/D43I96SlVu
882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,None,None,None,None,2017,7,5,13.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,25961.0,5451.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/KoU1kxPBcn
882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,None,None,None,None,2017,7,4,13.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,41537.0,10389.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/fYP5RlutfA
882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,Koko,None,None,None,None,2017,7,4,13.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,27195.0,4374.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/cj0lK9TLUv
881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,None,None,None,None,2017,7,3,12.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,22570.0,3051.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/503CgWbhxQ
881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,None,None,None,None,2017,7,3,13.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,46985.0,9573.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/7CSWCl8I6s
881536004380872706,2017-07-02 15:32:16,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10.0,,None,None,pupper,None,2017,7,2,14.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,45869.0,14369.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/w1FVZz0JFM
881268444196462592,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10.0,Elliot,None,None,None,None,2017,7,1,12.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,21581.0,4746.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/J4Q5YjzLH0
880935762899988482,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,10.0,Louis,None,None,None,None,2017,6,30,13.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,15860.0,2508.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/D0wb1GlKAt
880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,,None,None,None,None,2017,6,30,12.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,19748.0,3437.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/1nxJLhk0Sd
880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,None,None,None,None,2017,6,29,12.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,26399.0,5575.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/4VsFysDmiw
880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,None,None,None,None,2017,6,29,12.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,25003.0,3741.0,8850020.0,17.0,Twitter for iPhone,Original tweet,https://t.co/fUod0tVmvK
880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,,None,None,None,None,2017,6,28,11.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,25631.0,3901.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/yxYE3cWcCP
879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,None,None,None,None,2017,6,28,13.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,20755.0,3128.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/Qh5aEkRQm9
879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,None,None,None,None,2017,6,27,12.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,21794.0,2864.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/IxM9IMKQq8
879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,None,None,None,None,2017,6,26,13.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,98123.0,40022.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/UDT7ZkcTgY
879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,None,None,None,None,2017,6,26,12.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,15614.0,2814.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/RqUrIisQta
879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10.0,Steven,None,None,None,None,2017,6,25,11.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,20922.0,4226.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/ffTAMZt2n7
879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,None,None,None,None,2017,6,25,13.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,17656.0,2406.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/YDtpCjIPKN
878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10.0,Snoopy,None,None,None,puppo,2017,6,25,13.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,17982.0,3680.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/0Uxl9Gq7hN
878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,None,None,None,None,2017,6,23,13.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,7178.0,1153.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/5HuiInQveF
878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,None,None,None,None,2017,6,23,14.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,39088.0,6120.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/cwtWnHMVpe
877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,None,None,None,None,2017,6,22,13.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,73568.0,17041.0,8849319.0,17.0,Twitter for iPhone,Original tweet,https://t.co/lsPyyAiF1r
877611172832227328,2017-06-21 19:36:23,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,14.0,10.0,,None,None,pupper,None,2017,6,21,14.0,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,,,,,,,
